hotel_name,job_type,job_title,country,city
Selina, Internship,"Hospitality Oprations () - Vano Rivr, Panama", Panama,Pedasi
Selina, Internship,"Hospitality Oprations () - Tulum, Mxico", Mexico,Quintana Roo
Selina, Internship,"Hospitality Oprations () - Tulum DownTown, Mxico", Mexico,Quintana Roo
Selina, Internship,"Hospitality Oprations () - Tna, Ecuador", Ecuador,Napo
Selina, Internship,"Hospitality Oprations () - Sayulita, Mxico", Mexico,Nayarit
Selina, Internship,"Hospitality Oprations () - Tamarindo, Costa Rica",Costa Rica,Costa Rica
Selina, Internship,"Hospitality Oprations () - Santa Trsa, Costa Rica", Costa Rica,Santa Teresa
Selina, Internship,"Hospitality Oprations () - San Jos, Costa Rica", Costa Rica,San José
Selina, Internship,"Hospitality Oprations () - Rd Frog,Panama", Panama,Panama Canal
Selina, Internship,"Hospitality Oprations () - Purto Vijo, Costa Rica", Costa Rica,Puerto Viejo de Sarapiqui
Selina, Internship,"Hospitality Oprations () - Purto Escondido, Mxico", Mexico,Puerto Escondido
Selina, Internship,"Hospitality Oprations () - Parqu 93, Colombia", Colombia,Bogotá
Selina, Internship,"Hospitality Oprations () - Oaxaca, Mxico", Mexico,Oaxaca
Selina, Internship,"Hospitality Oprations () - Palomino, Colombia",Colombia,Colombia
Selina, Internship,"Hospitality Oprations () - Nosara, Costa Rica",Costa Rica,Costa Rica
Selina, Internship,"Hospitality Oprations () - Montvrd, Costa Rica", Costa Rica,Monteverde
Selina, Internship,"Hospitality Oprations () - Manul Antonio, Costa Rica",Costa Rica,Costa Rica
Selina, Internship,"Hospitality Oprations () - Mdllín, Colombia", Colombia,Medellín
Selina, Internship,"Hospitality Oprations () - Madras, Nicaragua",Nicaragua,Nicaragua
Selina, Internship,"Hospitality Oprations () - Lima, Prú", Peru,Lima District
Selina, Internship,"Hospitality Oprations () - La Fortuna, Costa Rica",Costa Rica,Costa Rica
Selina, Internship,"Hospitality Oprations () - Isla Colon, Panamá", Panama,Bocas del Toro Province
Selina, Internship,"Hospitality Oprations () - Huaraz, Prú", Peru,Ancash
Selina, Internship,"Hospitality Oprations () - Granada, Nicaragua", Nicaragua,Granada
Selina, Internship,"Hospitality Oprations () - Filandia, Colombia", Colombia,Filandia
Selina, Internship,"Hospitality Oprations () - Chapinro, Colombia", Colombia,Bogotá
Selina, Internship,"Hospitality Oprations () - Casco Vijo, Panamá", Panama,Panama City
Selina, Internship,"Hospitality Oprations () - Cancun Hotl Zon, México", Mexico,Cancún
Selina, Internship,"Hospitality Oprations () - Cartagna, Colombia", Colombia,Chino
Selina, Internship,"Hospitality Oprations () - Cancun Downtown, México", Mexico,Cancún
Selina, Internship,"Hospitality Oprations () - Atitlan, Guatmala", Guatemala,Guatemala City
Selina, Internship,"Hospitality Oprations () - Antigua, Guatmala", Guatemala,Zona 11
Selina, Internship,"Hospitality Oprations () - Cusco, Prú", Peru,Cusco
Selina, Internship,"Food  and  Bvrags () - Purto Vijo, Costa Rica", Costa Rica,Puerto Viejo de Sarapiqui
Selina, Internship,"Food  and  Bvrags () - Vnao Rivr, Panama", Panama,Pedasi
Selina, Internship,"Food  and  Bvrags () - Tulum, Mxico", Mexico,Quintana Roo
Selina, Internship,"Food  and  Bvrags () - Tamarindo, Costa Rica",Costa Rica,Costa Rica
Selina, Internship,"Food  and  Bvrags () - Rd Frog, Panama", Panama,Panama Canal
Selina, Internship,"Food  and  Bvrags () - Purto Escondido, Mxico", Mexico,Puerto Escondido
Selina, Internship,"Food  and  Bvrags () - Playa Vnao, Panama", Panama,Pedasi
Selina, Internship,"Food  and  Bvrags () - Parqu 93, Colombia", Colombia,Bogotá
Selina, Internship,"Food  and  Bvrags () - Oaxaca, Mxico", Mexico,Oaxaca
Selina, Internship,"Food  and  Bvrags () - Mdllin, Colombia", Colombia,Medellín
Selina, Internship,"Food  and  Bvrags () - Nosara, Costa Rica",Costa Rica,Costa Rica
Selina, Internship,"Food  and  Bvrags () - La Fortuna, Costa Rica",Costa Rica,Costa Rica
Selina, Internship,"Food  and  Bvrags () - Huaraz, Pru", Peru,Ancash
Selina, Internship,"Food  and  Bvrags () - Granada, Nicaragua", Nicaragua,Granada
Selina, Internship,"Food  and  Bvrags () - Filandia, Colombia", Colombia,Filandia
